locality,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Beauraing,HOUSE,HOUSE,110000,residential_sale,2,24,No,No,Yes,No,,No,,104,90,3,No,TO_RENOVATE
HASTIÈRE-LAVAUX,HOUSE,HOUSE,149000,residential_sale,1,40,No,Yes,Yes,Yes,,Yes,870,,807,4,No,JUST_RENOVATED
Dinant,HOUSE,HOUSE,195000,residential_sale,4,37,No,No,Yes,Yes,42,Yes,,166,133,2,No,
Houyet,HOUSE,HOUSE,99000,residential_sale,3,30,No,No,Yes,Yes,,Yes,260,132,260,4,No,TO_RENOVATE
VILLERS-SAINT-AMAND,HOUSE,HOUSE,320000,residential_sale,3,,None,No,Yes,No,,Yes,,155,,,No,None
Yvoir,HOUSE,HOUSE,240000,residential_sale,2,26,No,No,Yes,Yes,7,No,,106,125,4,No,
Dinant,HOUSE,HOUSE,169000,residential_sale,2,,None,No,Yes,No,,No,,150,,,No,None
Châtelet,HOUSE,HOUSE,130000,residential_sale,3,,None,No,Yes,No,,No,,84,,,No,None
Maaseik,HOUSE,HOUSE,219000,residential_sale,3,,None,No,Yes,Yes,,No,,150,,,No,None
Uccle,APARTMENT,APARTMENT,235000,residential_sale,1,,None,No,Yes,No,,No,,63,,,No,None
NEEROETEREN,HOUSE,HOUSE,235000,residential_sale,3,,None,No,Yes,Yes,,No,,220,,,No,None
AWIRS,HOUSE,HOUSE,335000,residential_sale,4,,None,No,Yes,No,,No,,190,,,No,None
Molenbeek-St-Jean,APARTMENT,APARTMENT,230000,residential_sale,2,,None,No,No,Yes,6,No,,79,,,No,None
Anderlecht,APARTMENT,APARTMENT,230000,residential_sale,2,,None,No,No,Yes,6,No,,79,,,No,None
BEFFE,HOUSE,HOUSE,159000,residential_sale,2,30,No,No,Yes,Yes,20,Yes,808,80,808,,No,TO_BE_DONE_UP
Aalst,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,No,Yes,10,No,,91,,,No,None
Grez-Doiceau,HOUSE,HOUSE,2300000,residential_sale,8,,None,No,Yes,No,,Yes,,850,,,No,None
VELAINES,HOUSE,HOUSE,450000,residential_sale,3,,None,No,Yes,Yes,,No,,331,,,No,None
Sint-Niklaas,HOUSE,HOUSE,289000,residential_sale,3,32,Yes,No,No,Yes,30,No,,,90,2,No,JUST_RENOVATED
Vilvoorde,HOUSE,HOUSE,199000,residential_sale,2,22,No,No,Yes,No,,No,,105,0,2,No,TO_BE_DONE_UP
Schoten,HOUSE,HOUSE,289000,residential_sale,2,,None,No,Yes,Yes,16,Yes,48,114,,,No,None
Uccle,APARTMENT,APARTMENT,395000,residential_sale,1,35,Yes,No,No,Yes,4,No,,66,,,No,AS_NEW
Uccle,APARTMENT,APARTMENT,395000,residential_sale,1,,None,No,No,Yes,8,No,,63,,,No,None
Schaerbeek,APARTMENT,APARTMENT,390000,residential_sale,2,,None,No,No,Yes,4,No,,98,,,No,None
Uccle,APARTMENT,APARTMENT,385000,residential_sale,1,30,Yes,No,No,No,,No,,68,,,No,AS_NEW
Oudenaarde,APARTMENT,APARTMENT,329000,residential_sale,2,,None,No,No,Yes,27,No,,93,,,No,None
Watermael-Boitsfort,APARTMENT,APARTMENT,359000,residential_sale,2,40,No,No,No,Yes,15,No,,95,,2,Yes,TO_BE_DONE_UP
Oudenaarde,APARTMENT,APARTMENT,324000,residential_sale,2,,None,No,No,Yes,26,No,,90,,,No,None
Gent,APARTMENT,APARTMENT,320000,residential_sale,2,35,Yes,No,No,Yes,15,No,,83,,4,No,AS_NEW
Gent,APARTMENT,APARTMENT,320000,residential_sale,2,26,Yes,No,No,Yes,11,No,,90,,4,No,AS_NEW
Gent,APARTMENT,APARTMENT,320000,residential_sale,2,35,Yes,No,No,Yes,15,No,,83,,4,No,AS_NEW
Waterloo,APARTMENT,APARTMENT,318500,residential_sale,1,,None,No,No,Yes,14,No,,74,,,No,None
Léglise,APARTMENT,APARTMENT,314900,residential_sale,3,,None,No,No,Yes,12,No,,121,,,No,None
Léglise,APARTMENT,APARTMENT,299900,residential_sale,3,,None,No,No,Yes,12,No,,116,,,No,None
Léglise,APARTMENT,APARTMENT,279900,residential_sale,2,,None,No,No,Yes,12,No,,106,,,No,None
Léglise,APARTMENT,APARTMENT,284900,residential_sale,2,,None,No,No,Yes,19,No,,104,,,No,None
Gent,APARTMENT,APARTMENT,320000,residential_sale,2,26,Yes,No,No,Yes,11,No,,90,,4,No,AS_NEW
Bruxelles,APARTMENT,APARTMENT,279900,residential_sale,2,,None,No,No,Yes,8,No,,86,,,No,None
Bruxelles,APARTMENT,APARTMENT,279900,residential_sale,2,,None,No,No,Yes,4,No,,89,,,No,None
Schaerbeek,APARTMENT,APARTMENT,305000,residential_sale,1,,None,No,No,Yes,3,No,,59,,,No,None
Marche-en-Famenne,APARTMENT,APARTMENT,270000,residential_sale,2,30,No,No,No,Yes,51,No,,94,,,No,AS_NEW
Bertrix,APARTMENT,APARTMENT,244900,residential_sale,2,,None,No,No,Yes,,No,,97,,,No,None
Gent,APARTMENT,APARTMENT,240000,residential_sale,1,28,Yes,No,No,Yes,10,No,,64,,4,No,AS_NEW
Gent,APARTMENT,APARTMENT,240000,residential_sale,1,28,Yes,No,No,Yes,10,No,,64,,4,No,AS_NEW
Halle,APARTMENT,APARTMENT,267000,residential_sale,2,,None,No,No,Yes,34,No,,92,,,No,None
Melle,HOUSE,HOUSE,269000,residential_sale,2,,None,No,No,No,,No,,102,,,No,None
Hanzinne,HOUSE,HOUSE,320000,residential_sale,5,,None,No,Yes,Yes,,No,,,,,No,None
Zeebrugge,HOUSE,HOUSE,369000,residential_sale,3,,None,No,No,No,,No,,234,,,No,None
Hasselt,APARTMENT,APARTMENT,625000,residential_sale,3,46,No,No,No,Yes,14,No,,154,,2,No,GOOD
Lummen,HOUSE,HOUSE,480000,residential_sale,5,32,No,No,No,Yes,16,Yes,,293,1756,4,No,TO_BE_DONE_UP
Kuringen,HOUSE,HOUSE,325000,residential_sale,3,28,No,No,No,Yes,40,Yes,581,156,751,4,No,GOOD
Hasselt,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,No,Yes,6,Yes,,75,,,No,None
Liège Grivegnée,HOUSE,HOUSE,195000,residential_sale,3,20,No,No,No,No,,No,,110,40,2,No,AS_NEW
Izegem,HOUSE,HOUSE,296000,residential_sale,3,,None,No,No,No,,Yes,112,137,,,No,None
Dilsen-Stokkem,HOUSE,HOUSE,219000,residential_sale,2,32,No,No,No,No,,No,,110,365,4,No,TO_BE_DONE_UP
Dilsen-Stokkem,HOUSE,HOUSE,250000,residential_sale,2,33,No,No,No,No,,No,,130,717,4,No,
Lessines,HOUSE,HOUSE,155000,residential_sale,3,21,No,No,Yes,No,,No,,179,100,2,No,GOOD
Kuurne,HOUSE,HOUSE,239000,residential_sale,3,,None,No,No,No,,Yes,,171,,,No,None
Roeselare,HOUSE,HOUSE,229000,residential_sale,4,,None,No,No,No,,No,,138,,,No,None
Ghislenghien,HOUSE,HOUSE,450000,residential_sale,6,,None,No,No,Yes,20,Yes,,205,,,No,None
Merksem,APARTMENT,APARTMENT,165000,residential_sale,3,,None,No,Yes,Yes,2,No,,103,,,No,None
Deurne,HOUSE,HOUSE,525000,residential_sale,4,,None,No,Yes,No,,No,,315,,,No,None
JEMELLE,HOUSE,HOUSE,90000,residential_sale,2,,None,No,Yes,No,,Yes,,95,,,No,None
Liège,APARTMENT,APARTMENT,214000,residential_sale,2,,None,No,No,No,,No,,101,,,No,None
Lede,APARTMENT,APARTMENT,322405,residential_sale,2,,None,No,Yes,Yes,8,No,,93,,,No,None
Tubize,HOUSE,HOUSE,135000,residential_sale,1,,None,No,No,No,,Yes,150,130,,,No,None
Hofstade,HOUSE,HOUSE,369000,residential_sale,4,,None,No,Yes,No,,No,,191,,,No,None
Lede,APARTMENT,APARTMENT,406000,residential_sale,2,,None,No,Yes,Yes,51,No,,143,,,No,None
Lede,APARTMENT,APARTMENT,368355,residential_sale,2,,None,No,Yes,Yes,8,No,,110,,,No,None
Mons,HOUSE,HOUSE,80000,residential_sale,2,,None,No,No,Yes,,No,,90,,,No,None
Rochefort,HOUSE,HOUSE,75000,residential_sale,2,13,No,No,No,Yes,,No,,60,39,2,No,TO_RENOVATE
Zwijnaarde,APARTMENT,APARTMENT,435000,residential_sale,2,,None,No,No,Yes,31,Yes,,103,,,No,None
Uccle,APARTMENT,APARTMENT,749000,residential_sale,2,50,Yes,No,No,Yes,17,No,,121,,,No,AS_NEW
Uccle,APARTMENT,APARTMENT,645000,residential_sale,2,,None,No,No,Yes,8,No,,113,,,No,None
Uccle,APARTMENT,APARTMENT,655000,residential_sale,2,,None,No,No,Yes,17,No,,114,,,No,None
Grez-Doiceau,APARTMENT,APARTMENT,435000,residential_sale,2,,None,No,Yes,Yes,30,Yes,,101,,,No,None
Rixensart,APARTMENT,APARTMENT,610000,residential_sale,3,,None,No,No,Yes,14,No,,132,,,No,None
Rixensart,APARTMENT,APARTMENT,485000,residential_sale,2,,None,No,No,Yes,12,No,,113,,,No,None
Uccle,APARTMENT,APARTMENT,555000,residential_sale,2,42,Yes,No,No,Yes,11,No,,95,,,No,AS_NEW
Gent,APARTMENT,APARTMENT,400000,residential_sale,3,26,Yes,No,No,Yes,27,No,,111,,4,No,AS_NEW
Waterloo,APARTMENT,APARTMENT,431300,residential_sale,2,,None,No,No,Yes,14,No,,103,,,No,None
Waterloo,APARTMENT,APARTMENT,423200,residential_sale,3,,None,No,No,Yes,18,No,,101,,,No,None
Uccle,APARTMENT,APARTMENT,435000,residential_sale,1,38,Yes,No,No,Yes,7,No,,85,,,No,AS_NEW
Gent,APARTMENT,APARTMENT,400000,residential_sale,3,26,Yes,No,No,Yes,27,No,,111,,4,No,AS_NEW
Brussels City,APARTMENT,APARTMENT,239000,residential_sale,1,,None,No,No,Yes,3,No,,62,,,No,None
Ninove,HOUSE,HOUSE,249000,residential_sale,3,26,No,No,Yes,Yes,20,Yes,115,112,211,2,No,AS_NEW
SCHAFFEN,HOUSE,HOUSE,415000,residential_sale,4,,None,No,Yes,Yes,20,Yes,,168,,,No,None
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,259000,residential_sale,2,,None,No,Yes,Yes,30,No,,85,,,No,None
Ronse,HOUSE,HOUSE,155000,residential_sale,3,,None,No,Yes,Yes,3,No,,142,,,No,None
SINT-AGATHA-BERCHEM,APARTMENT,APARTMENT,259000,residential_sale,2,,None,No,Yes,Yes,30,No,,85,,,No,None
Mouscron,APARTMENT,APARTMENT,185000,residential_sale,2,,None,No,Yes,No,,No,,109,,,No,None
Bastogne,APARTMENT,APARTMENT,189000,residential_sale,1,,None,No,No,Yes,16,No,,70,,,No,None
Mouscron,APARTMENT,APARTMENT,185000,residential_sale,3,,None,No,Yes,No,,No,,109,,,No,None
Mouscron,APARTMENT,APARTMENT,185000,residential_sale,3,,None,No,Yes,No,,No,,109,,,No,None
Mouscron,APARTMENT,APARTMENT,185000,residential_sale,3,,None,No,Yes,No,,No,,109,,,No,None
Tienen,APARTMENT,APARTMENT,225000,residential_sale,3,33,No,No,Yes,No,,No,,102,,2,No,GOOD
Mourcourt,HOUSE,HOUSE,650000,residential_sale,4,,None,No,Yes,No,,No,,,,,No,None
Willebroek,HOUSE,HOUSE,339000,residential_sale,3,32,No,No,Yes,Yes,18,No,,141,111,2,No,
Kontich,APARTMENT,APARTMENT,249500,residential_sale,1,,None,Yes,Yes,Yes,6,No,,55,,,No,None
ITEGEM,HOUSE,HOUSE,589000,residential_sale,3,,None,No,Yes,Yes,50,Yes,1456,298,,,No,None
Westerlo,HOUSE,HOUSE,330000,residential_sale,3,,None,No,Yes,No,,Yes,,160,,,No,None
Kortenberg,HOUSE,HOUSE,595000,residential_sale,3,,None,No,Yes,No,,No,,242,,,No,None
SINT-JOZEF,HOUSE,HOUSE,275000,residential_sale,2,,None,No,Yes,No,,No,,187,,,No,None
Seraing,HOUSE,HOUSE,199000,residential_sale,3,,None,No,No,No,,No,,107,,,No,None
Bruxelles,APARTMENT,APARTMENT,224900,residential_sale,1,,None,No,No,Yes,4,No,,67,,,No,None
Waterloo,APARTMENT,APARTMENT,849700,residential_sale,3,,None,No,No,Yes,16,No,,157,,,No,None
Gent,APARTMENT,APARTMENT,215000,residential_sale,1,20,Yes,No,No,Yes,10,No,,60,,4,No,AS_NEW
Londerzeel,HOUSE,HOUSE,580000,residential_sale,5,35,No,No,No,Yes,65,Yes,,255,839,,No,AS_NEW
Gent,APARTMENT,APARTMENT,215000,residential_sale,1,20,Yes,No,No,Yes,10,No,,60,,4,No,AS_NEW
Mouscron,HOUSE,HOUSE,209000,residential_sale,3,27,No,No,Yes,Yes,10,Yes,58,112,119,2,No,JUST_RENOVATED
Auderghem,HOUSE,HOUSE,1295000,residential_sale,4,18,No,No,No,Yes,20,Yes,600,200,725,3,No,TO_RENOVATE
Kortrijk,APARTMENT,APARTMENT,590000,residential_sale,2,,None,No,No,Yes,10,No,,123,,,No,None
Westende,APARTMENT,APARTMENT,459000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Bruxelles,APARTMENT,APARTMENT,345000,residential_sale,1,,None,No,No,Yes,,No,,56,,,No,None
Forest,APARTMENT,APARTMENT,285000,residential_sale,3,,None,No,No,Yes,13,No,,105,,,No,None
Middelkerke,APARTMENT,APARTMENT,255000,residential_sale,1,,None,No,No,Yes,,No,,50,,,No,None
Brasschaat,APARTMENT,APARTMENT,239000,residential_sale,1,,None,No,Yes,No,,No,,90,,,No,None
Westende,APARTMENT,APARTMENT,169000,residential_sale,1,,None,Yes,No,No,,No,,45,,,No,None
Blankenberge,APARTMENT,APARTMENT,187000,residential_sale,2,40,No,No,No,No,,No,,81,,,No,AS_NEW
Dison,APARTMENT,APARTMENT,69000,residential_sale,2,26,No,No,No,Yes,27,No,,68,,2,No,GOOD
Molenbeek-Saint-Jean,HOUSE,HOUSE,475000,residential_sale,7,30,No,No,No,Yes,40,Yes,60,260,175,2,No,GOOD
St-Servais,HOUSE,HOUSE,245000,residential_sale,4,30,No,No,No,Yes,,No,,193,815,4,No,GOOD
Herentals,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,No,,No,,86,,,No,None
Grace-Hollogne,HOUSE,HOUSE,185000,residential_sale,2,,None,No,No,No,,Yes,265,94,,,No,None
TAVIERS,HOUSE,HOUSE,190000,residential_sale,2,,None,No,Yes,Yes,,No,,110,,,No,None
Wavre,APARTMENT,APARTMENT,310000,residential_sale,3,,None,No,Yes,Yes,15,No,,115,,,No,None
Jupille-sur-Meuse,APARTMENT,APARTMENT,229000,residential_sale,2,,None,No,No,Yes,34,No,,85,,,No,None
Grimbergen,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,No,Yes,29,No,,93,,,No,None
Turnhout,HOUSE,HOUSE,315000,residential_sale,3,48,No,No,Yes,Yes,40,No,,170,380,2,No,GOOD
Liège,HOUSE,HOUSE,549000,residential_sale,3,,None,No,Yes,Yes,4,No,,260,,,No,None
Ninove,HOUSE,HOUSE,2290000,residential_sale,8,50,No,No,Yes,Yes,,Yes,,310,5930,4,No,TO_RENOVATE
Schoten,APARTMENT,APARTMENT,184000,residential_sale,2,,None,No,No,Yes,,No,,88,,,No,None
Strombeek-Bever,APARTMENT,APARTMENT,269000,residential_sale,2,,None,No,Yes,Yes,7,No,,84,,,No,None
Laarne,APARTMENT,APARTMENT,347000,residential_sale,3,,None,No,Yes,Yes,,No,,105,,,No,None
Wemmel,APARTMENT,APARTMENT,209000,residential_sale,1,,None,No,Yes,No,,No,,66,,,No,None
Roosdaal,HOUSE,HOUSE,248000,residential_sale,2,30,No,No,Yes,Yes,,Yes,,113,489,3,No,GOOD
Nieuwpoort,APARTMENT,APARTMENT,299000,residential_sale,2,32,No,No,No,Yes,15,No,,80,,4,No,GOOD
Sint-Lenaarts,HOUSE,HOUSE,265000,residential_sale,3,,None,No,Yes,No,,Yes,,103,,,No,None
Etterbeek,APARTMENT,APARTMENT,210000,residential_sale,1,,None,No,Yes,Yes,9,No,,50,,,No,None
EERNEGEM,APARTMENT,APARTMENT,229000,residential_sale,2,,None,No,Yes,No,,No,,91,,,No,None
Ronse,HOUSE,HOUSE,289500,residential_sale,3,30,Yes,No,No,Yes,10,Yes,60,182,160,2,No,GOOD
Hillegem,HOUSE,HOUSE,189000,residential_sale,3,35,No,No,No,Yes,,Yes,250,161,363,3,No,TO_RENOVATE
Beaufays,APARTMENT,APARTMENT,325000,residential_sale,2,,None,No,Yes,Yes,7,No,,82,,,No,None
Ixelles,APARTMENT,APARTMENT,675000,residential_sale,2,,None,No,No,Yes,8,No,,161,,,No,None
Herselt,APARTMENT,APARTMENT,289045,residential_sale,1,,None,No,No,Yes,17,No,,93,,,No,None
SINT-JOOST-TEN-NODE,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,Yes,Yes,2,No,,65,,,No,None
Uccle,APARTMENT,APARTMENT,1340000,residential_sale,3,,None,No,Yes,Yes,36,No,,179,,,No,None
Uccle,APARTMENT,APARTMENT,1245000,residential_sale,4,,None,No,Yes,Yes,4,No,,265,,,No,None
Uccle,APARTMENT,APARTMENT,1340000,residential_sale,3,,None,No,Yes,Yes,36,No,,179,,,No,None
Mont-sur-Marchienne,APARTMENT,APARTMENT,110000,residential_sale,1,,None,No,No,Yes,3,No,,50,,,No,None
Uccle,APARTMENT,APARTMENT,1245000,residential_sale,4,,None,No,Yes,Yes,4,No,,265,,,No,None
Couvin,HOUSE,HOUSE,160000,residential_sale,4,30,No,No,Yes,Yes,30,No,,150,345,2,No,
Brussels City,APARTMENT,APARTMENT,335000,residential_sale,2,,None,No,No,No,,No,,90,,,No,None
Roeselare,HOUSE,HOUSE,199000,residential_sale,3,,None,No,No,Yes,,No,,165,,,No,None
Antwerp,APARTMENT,APARTMENT,199000,residential_sale,1,,None,No,No,Yes,11,No,,80,,,No,None
Marche-en-Famenne,APARTMENT,APARTMENT,223000,residential_sale,3,,None,No,Yes,No,,No,,100,,,No,None
Vedrin,HOUSE,HOUSE,215000,residential_sale,3,,None,No,No,No,,No,,149,,,No,None
Brugge,HOUSE,HOUSE,375000,residential_sale,5,,None,No,No,No,,No,,,,,No,None
Marloie,APARTMENT,APARTMENT,155000,residential_sale,2,,None,No,Yes,No,,No,,84,,,No,None
MARLOIE,APARTMENT,APARTMENT,166000,residential_sale,2,,None,No,Yes,Yes,15,No,,89,,,No,None
VIEUXVILLE,HOUSE,HOUSE,275500,residential_sale,3,,None,No,Yes,Yes,,Yes,,200,,,No,None
Marche-en-Famenne,APARTMENT,APARTMENT,182500,residential_sale,2,,None,No,Yes,Yes,7,No,,83,,,No,None
Brasschaat,HOUSE,HOUSE,239000,residential_sale,2,,None,No,No,Yes,6,No,,103,,,No,None
Braine-le-Comte,HOUSE,HOUSE,250000,residential_sale,4,,None,No,Yes,No,,No,,130,,,No,None
Herent,HOUSE,HOUSE,440000,residential_sale,2,,None,No,Yes,Yes,,Yes,,121,,,No,None
Oud-Heverlee,HOUSE,HOUSE,445000,residential_sale,3,,None,No,Yes,No,,No,,132,,,No,None
Liège,APARTMENT,APARTMENT,185000,residential_sale,1,,None,No,Yes,No,,No,,86,,,No,None
Destelbergen,HOUSE,HOUSE,260000,residential_sale,3,,None,No,Yes,No,,Yes,,152,,,No,None
Lier,HOUSE,HOUSE,425000,residential_sale,3,30,No,No,Yes,Yes,20,Yes,60,145,170,3,No,JUST_RENOVATED
Geraardsbergen,HOUSE,HOUSE,130000,residential_sale,3,26,No,No,No,Yes,7,No,,129,80,2,No,TO_RENOVATE
Bruxelles,APARTMENT,APARTMENT,895000,residential_sale,3,86,Yes,No,Yes,Yes,150,No,,210,,2,No,JUST_RENOVATED
Destelbergen,HOUSE,HOUSE,260000,residential_sale,3,,None,No,Yes,No,,Yes,,152,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,595000,residential_sale,3,54,Yes,No,No,Yes,7,No,,140,,2,No,GOOD
WAARSCHOOT,APARTMENT,APARTMENT,229000,residential_sale,3,,None,No,Yes,Yes,,No,,115,,,No,None
Liege,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,15,No,,116,,,No,None
Roeselare,APARTMENT,APARTMENT,140000,residential_sale,2,33,No,No,No,Yes,,No,,107,,,No,TO_BE_DONE_UP
Schaerbeek,APARTMENT,APARTMENT,215000,residential_sale,1,,None,Yes,Yes,No,,No,,56,,,No,None
Uccle,HOUSE,HOUSE,4500000,residential_sale,4,,None,No,Yes,Yes,110,No,,730,,,No,None
Uccle,HOUSE,HOUSE,1120000,residential_sale,3,,None,No,Yes,Yes,,Yes,82,258,,,No,None
Uccle,HOUSE,HOUSE,990000,residential_sale,5,,None,No,No,No,,No,,333,,,No,None
Watermael-Boitsfort,HOUSE,HOUSE,990000,residential_sale,5,,None,No,Yes,No,,No,,370,,,No,None
SINT-KWINTENS-LENNIK,HOUSE,HOUSE,649000,residential_sale,6,,None,No,Yes,Yes,,No,,305,,,No,None
Gentbrugge,HOUSE,HOUSE,285000,residential_sale,2,,None,No,Yes,No,,Yes,81,,,,No,None
Modave,HOUSE,HOUSE,690000,residential_sale,4,35,No,No,Yes,Yes,100,Yes,3500,220,4385,3,No,AS_NEW
Gent,HOUSE,HOUSE,199000,residential_sale,2,,None,No,No,No,,No,,86,,,No,None
Brugge,HOUSE,HOUSE,549000,residential_sale,3,,None,No,No,Yes,,No,,198,,,No,None
Liège,APARTMENT,APARTMENT,179000,residential_sale,1,,None,No,No,No,,No,,58,,,No,None
Hamme,HOUSE,HOUSE,265216,residential_sale,3,,None,No,No,No,,No,,140,,,No,None
Antwerp,HOUSE,HOUSE,286000,residential_sale,2,,None,No,No,No,,Yes,,158,,,No,None
Zelzate,HOUSE,HOUSE,165000,residential_sale,3,,None,No,No,No,,No,,189,,,No,None
Hasselt,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Oostakker,HOUSE,HOUSE,289000,residential_sale,3,,None,No,No,No,,Yes,,124,,,No,None
Gent (9000),HOUSE,HOUSE,289000,residential_sale,3,,None,No,No,No,,Yes,,124,,,No,None
Pont-à-Celles,HOUSE,HOUSE,300000,residential_sale,3,,None,No,No,No,,Yes,,130,,,No,None
Jambes (Namur),APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,No,Yes,2,No,,82,,,No,None
Brugge,HOUSE,HOUSE,550000,residential_sale,3,,None,No,No,No,,No,,181,,,No,None
Gent,APARTMENT,APARTMENT,199000,residential_sale,1,,None,No,No,No,,No,,40,,,No,None
Forest,APARTMENT,APARTMENT,240000,residential_sale,1,,None,No,No,No,,No,,61,,,No,None
Ocquier,HOUSE,HOUSE,245000,residential_sale,5,,None,No,No,No,,Yes,425,200,,,No,None
Dworp,HOUSE,HOUSE,490000,residential_sale,3,61,No,No,Yes,No,,Yes,,177,1256,3,No,GOOD
Beersel,HOUSE,HOUSE,490000,residential_sale,3,61,No,No,Yes,No,,Yes,,177,1256,3,No,GOOD
Macquenoise,HOUSE,HOUSE,120000,residential_sale,3,27,No,No,No,No,,No,,216,900,4,No,
Oudenburg,HOUSE,HOUSE,419000,residential_sale,4,27,No,No,No,No,,No,,201,632,4,No,GOOD
Oudenburg,HOUSE,HOUSE,149000,residential_sale,4,30,No,No,No,No,,Yes,22,164,135,2,No,TO_RENOVATE
Heist-op-den-Berg,HOUSE,HOUSE,348000,residential_sale,3,,None,No,No,No,,No,,118,,,No,None
Flemalle,HOUSE,HOUSE,170000,residential_sale,3,,None,No,No,No,,Yes,400,110,,,No,None
Flémalle,HOUSE,HOUSE,260000,residential_sale,5,57,No,No,No,Yes,175,Yes,160,205,307,3,No,GOOD
Oostende,APARTMENT,APARTMENT,375000,residential_sale,2,26,No,No,No,Yes,7,No,,86,,2,No,GOOD
Flémalle,HOUSE,HOUSE,260000,residential_sale,5,57,No,No,No,Yes,175,Yes,160,205,307,3,No,GOOD
Mol,HOUSE,HOUSE,209000,residential_sale,2,,None,No,Yes,No,,Yes,,190,,,No,None
Hasselt,APARTMENT,APARTMENT,219500,residential_sale,1,,None,No,No,Yes,30,No,,78,,,No,None
Liege,HOUSE,HOUSE,169000,residential_sale,4,20,No,No,No,Yes,16,Yes,80,135,215,2,No,TO_RENOVATE
Stembert,HOUSE,HOUSE,349000,residential_sale,4,,None,No,Yes,Yes,29,Yes,367,158,,,Yes,None
Beveren,APARTMENT,APARTMENT,495000,residential_sale,3,48,No,No,No,Yes,42,No,,162,,2,No,GOOD
Andenne,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,No,,No,,91,,,No,None
Retie,HOUSE,HOUSE,1150000,residential_sale,5,50,Yes,No,Yes,No,,Yes,,415,5154,,Yes,GOOD
Leffinge,HOUSE,HOUSE,339000,residential_sale,3,,None,No,Yes,Yes,,No,,177,,,No,None
Gistel,HOUSE,HOUSE,419000,residential_sale,5,,None,No,Yes,Yes,,No,,268,,,No,None
Solre-sur-Sambre,HOUSE,HOUSE,180000,residential_sale,2,,None,No,No,No,,Yes,1219,165,,,No,None
Boortmeerbeek,HOUSE,HOUSE,472000,residential_sale,4,37,Yes,No,No,Yes,9,No,,238,198,2,No,AS_NEW
Heusden-Zolder,HOUSE,HOUSE,390000,residential_sale,3,,None,No,No,No,,Yes,,197,,,No,None
Eernegem,HOUSE,HOUSE,129000,residential_sale,3,,None,No,No,Yes,,No,,90,,,No,None
Hasselt,HOUSE,HOUSE,345000,residential_sale,3,40,No,No,Yes,Yes,,Yes,,137,408,3,No,GOOD
Roeselare,HOUSE,HOUSE,155000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Oud-Heverlee,HOUSE,HOUSE,408000,residential_sale,2,,None,No,Yes,No,,No,,205,,,No,None
Nazareth,HOUSE,HOUSE,261500,residential_sale,2,,None,No,No,Yes,,No,,,,,No,None
Mechelen,HOUSE,HOUSE,299000,residential_sale,3,,None,No,Yes,Yes,,Yes,,87,,,No,None
Waterloo,HOUSE,HOUSE,589000,residential_sale,3,63,Yes,No,No,Yes,15,Yes,62,176,0,2,No,AS_NEW
Dilbeek,HOUSE,HOUSE,575000,residential_sale,4,38,Yes,No,No,Yes,45,No,,238,856,3,No,GOOD
ENGIS,HOUSE,HOUSE,269000,residential_sale,4,51,No,No,Yes,Yes,70,Yes,280,172,504,4,No,GOOD
Roosdaal Onze-Lieve-Vrouw-Lombeek,HOUSE,HOUSE,437000,residential_sale,3,55,Yes,No,No,Yes,,Yes,96,172,0,3,No,AS_NEW
Roosdaal Onze-Lieve-Vrouw-Lombeek,HOUSE,HOUSE,437000,residential_sale,3,55,Yes,No,No,Yes,,Yes,96,172,0,3,No,AS_NEW
Bertem,HOUSE,HOUSE,415000,residential_sale,3,,None,Yes,Yes,Yes,,Yes,216,161,,,No,None
Gent Sint-Denijs-Westrem,APARTMENT,APARTMENT,415000,residential_sale,2,23,Yes,No,No,Yes,27,No,,89,,4,No,AS_NEW
Forest,APARTMENT,APARTMENT,119000,residential_sale,1,,None,No,No,Yes,4,No,,46,,,No,None
La Roche-en-Ardenne,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,No,,No,,185,,,No,None
Soignies,HOUSE,HOUSE,359000,residential_sale,3,33,No,No,Yes,No,,Yes,175,224,253,2,No,
Manhay,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,No,,No,,185,,,No,None
Dworp,HOUSE,HOUSE,365000,residential_sale,3,,None,No,Yes,No,,No,,146,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,4295000,residential_sale,3,,None,No,No,Yes,,No,,163,,,No,None
