locality,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Woluwe-Saint-Lambert,HOUSE,HOUSE,530000,residential_sale,4,30,No,No,No,Yes,,Yes,50,215,102,2,No,TO_RENOVATE
Wemmel,HOUSE,HOUSE,389000,residential_sale,4,,None,No,Yes,No,,Yes,,162,,,No,None
Scherpenheuvel-Zichem,HOUSE,HOUSE,499000,residential_sale,3,,None,No,No,Yes,,No,,145,,,No,None
Leopoldsburg,APARTMENT,APARTMENT,259000,residential_sale,2,,None,No,No,Yes,,No,,106,,,No,None
Antwerp,APARTMENT,APARTMENT,660000,residential_sale,3,,None,No,No,Yes,41,No,,161,,,No,None
Honnelles,HOUSE,HOUSE,350000,residential_sale,3,,None,No,No,Yes,45,Yes,1505,267,,,No,None
Antwerp,APARTMENT,APARTMENT,640000,residential_sale,3,,None,No,No,Yes,15,No,,154,,,No,None
Antwerp,APARTMENT,APARTMENT,665000,residential_sale,3,,None,No,No,Yes,14,No,,164,,,No,None
Paliseul Offagne,HOUSE,HOUSE,269500,residential_sale,3,,None,No,No,No,,Yes,813,145,,,Yes,None
Antwerp,APARTMENT,APARTMENT,349000,residential_sale,1,,None,Yes,No,No,,No,,123,,,No,None
Paliseul Offagne,HOUSE,HOUSE,267500,residential_sale,3,,None,No,No,No,,Yes,761,145,,,No,None
Liedekerke,HOUSE,HOUSE,375000,residential_sale,5,,None,No,No,Yes,,No,,190,,,No,None
Mouscron,HOUSE,HOUSE,109000,residential_sale,2,40,No,No,No,Yes,20,Yes,130,102,226,2,No,TO_BE_DONE_UP
Nivelles,HOUSE,HOUSE,895000,residential_sale,3,47,Yes,No,No,Yes,30,Yes,300,230,3275,4,No,AS_NEW
Glabbeek Attenrode,HOUSE,HOUSE,960000,residential_sale,4,54,Yes,No,No,Yes,,No,,400,5678,4,No,AS_NEW
Seraing,HOUSE,HOUSE,169000,residential_sale,3,11,No,No,No,Yes,26,Yes,235,88,422,3,No,TO_BE_DONE_UP
Kraainem,HOUSE,HOUSE,890000,residential_sale,4,40,No,No,No,Yes,11,Yes,460,260,655,4,No,TO_RENOVATE
Gent,HOUSE,HOUSE,885000,residential_sale,7,35,No,No,Yes,No,,Yes,195,412,474,2,No,TO_BE_DONE_UP
Etterbeek,HOUSE,HOUSE,890000,residential_sale,5,38,Yes,No,No,Yes,40,Yes,160,252,270,2,No,JUST_RENOVATED
Arlon,HOUSE,HOUSE,875000,residential_sale,4,,None,No,Yes,No,,Yes,,296,,,No,None
Lochristi,HOUSE,HOUSE,849000,residential_sale,4,47,Yes,No,No,Yes,60,Yes,580,365,764,4,No,AS_NEW
Uccle,HOUSE,HOUSE,825000,residential_sale,3,38,Yes,No,No,Yes,5,Yes,287,240,401,2,No,GOOD
GIJZENZELE,HOUSE,HOUSE,850000,residential_sale,12,,None,No,Yes,No,,No,,650,,,No,None
Huldenberg,HOUSE,HOUSE,825000,residential_sale,5,31,Yes,No,No,Yes,48,Yes,500,340,576,4,No,GOOD
Grimbergen,HOUSE,HOUSE,825000,residential_sale,2,,None,No,Yes,Yes,,No,,900,,,No,None
Kraainem,HOUSE,HOUSE,795000,residential_sale,6,37,Yes,No,No,Yes,15,Yes,150,225,267,2,No,GOOD
Halen,HOUSE,HOUSE,790000,residential_sale,3,33,No,No,Yes,No,,No,,215,12900,4,Yes,GOOD
Schorisse,HOUSE,HOUSE,759000,residential_sale,4,,None,No,Yes,Yes,,Yes,,280,,,No,None
Woluwe-Saint-Lambert,HOUSE,HOUSE,750000,residential_sale,3,45,No,No,No,Yes,8,No,,261,184,2,No,TO_RENOVATE
Waterloo,HOUSE,HOUSE,745000,residential_sale,4,50,No,No,Yes,Yes,45,Yes,825,263,1161,4,No,TO_BE_DONE_UP
Beerse,HOUSE,HOUSE,319000,residential_sale,3,,None,No,Yes,No,,Yes,,172,,,No,None
Manage,HOUSE,HOUSE,950000,residential_sale,2,,None,No,Yes,Yes,70,No,,160,,,No,None
Oudenburg,HOUSE,HOUSE,279000,residential_sale,4,,None,No,No,No,,Yes,400,182,,,No,None
Menen,HOUSE,HOUSE,225000,residential_sale,3,,None,No,No,Yes,,Yes,240,168,,,No,None
Balen,HOUSE,HOUSE,215000,residential_sale,2,,None,No,Yes,Yes,,Yes,,91,,,No,None
Oostende,HOUSE,HOUSE,319000,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Averbode,HOUSE,HOUSE,325000,residential_sale,3,,None,No,Yes,Yes,,Yes,,171,,,No,None
Dendermonde Baasrode,HOUSE,HOUSE,325000,residential_sale,3,36,No,No,No,Yes,,No,,157,935,3,No,GOOD
Izegem,HOUSE,HOUSE,265000,residential_sale,5,,None,No,No,No,,No,,299,,,No,None
Brugge,APARTMENT,APARTMENT,190000,residential_sale,2,,None,No,No,Yes,,No,,73,,,No,None
Leuven,APARTMENT,APARTMENT,398000,residential_sale,2,,None,No,No,Yes,9,No,,107,,,No,None
Verviers,HOUSE,HOUSE,199000,residential_sale,4,,None,No,No,Yes,51,No,,150,,,No,None
Schaerbeek,HOUSE,HOUSE,465000,residential_sale,6,,None,No,Yes,No,,Yes,90,245,,,No,None
Leuven,APARTMENT,APARTMENT,388500,residential_sale,2,,None,No,No,Yes,9,No,,108,,,No,None
Maldegem,APARTMENT,APARTMENT,380000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Ham-sur-Heure,HOUSE,HOUSE,426000,residential_sale,4,,None,No,No,Yes,,Yes,,176,,,No,None
Turnhout,HOUSE,HOUSE,299000,residential_sale,3,,None,No,No,No,,No,,142,,,No,None
Antwerpen,APARTMENT,APARTMENT,385000,residential_sale,2,,None,No,No,No,,No,,92,,,No,None
Aarschot,APARTMENT,APARTMENT,329000,residential_sale,3,,None,No,No,Yes,8,No,,118,,,No,None
Geel,HOUSE,HOUSE,449000,residential_sale,3,54,No,No,No,Yes,20,No,,260,5617,4,No,
Brasschaat,APARTMENT,APARTMENT,445000,residential_sale,3,50,No,No,No,Yes,9,No,,156,,,No,GOOD
Geel,HOUSE,HOUSE,515000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Aarschot,APARTMENT,APARTMENT,290000,residential_sale,2,,None,No,No,Yes,19,No,,92,,,No,None
Turnhout,HOUSE,HOUSE,1050000,residential_sale,5,44,Yes,No,No,Yes,,No,,377,6435,4,No,GOOD
Heusden-Zolder,APARTMENT,APARTMENT,279000,residential_sale,3,,None,No,No,Yes,28,No,,144,,,No,None
Anderlecht,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,Yes,Yes,14,No,,83,,,No,None
Forest,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,Yes,2,No,,91,,,No,None
Deurne,HOUSE,HOUSE,379000,residential_sale,3,33,Yes,No,No,Yes,8,Yes,25,160,110,2,No,AS_NEW
SAINT-GEORGES-SUR-MEUSE,HOUSE,HOUSE,119500,residential_sale,3,26,No,No,Yes,Yes,,Yes,100,120,0,2,No,GOOD
Mons,HOUSE,HOUSE,125000,residential_sale,2,,None,No,Yes,No,,No,,119,,,No,None
Charleroi Montignies-sur-Sambre,HOUSE,HOUSE,345000,residential_sale,4,,None,No,No,Yes,35,Yes,115,128,,,No,None
NOISEUX,HOUSE,HOUSE,275000,residential_sale,5,,None,No,Yes,No,,Yes,,150,,,No,None
Anderlecht,APARTMENT,APARTMENT,219000,residential_sale,1,,None,No,No,Yes,36,No,,75,,,No,None
WAVRE (BIERGES),HOUSE,HOUSE,435000,residential_sale,5,61,No,No,No,Yes,15,Yes,600,240,830,4,No,TO_BE_DONE_UP
Antwerpen Wilrijk,APARTMENT,APARTMENT,199000,residential_sale,2,25,No,No,No,Yes,3,No,,85,,,No,
TILFF,APARTMENT,APARTMENT,240000,residential_sale,1,,None,Yes,No,Yes,16,No,,56,,,No,None
Aubange Rachecourt,HOUSE,HOUSE,350000,residential_sale,3,48,Yes,No,No,Yes,40,Yes,400,162,690,3,No,GOOD
Anderlecht,APARTMENT,APARTMENT,279000,residential_sale,2,,None,No,No,Yes,8,No,,96,,,No,None
Oudsbergen,HOUSE,HOUSE,285000,residential_sale,3,,None,No,No,Yes,,No,,150,,,No,None
Saint-Léger,HOUSE,HOUSE,590000,residential_sale,3,22,No,No,No,Yes,14,Yes,300,200,425,3,No,AS_NEW
TILFF,HOUSE,HOUSE,295000,residential_sale,4,20,No,No,No,Yes,15,Yes,290,156,367,3,No,TO_BE_DONE_UP
Tongeren,HOUSE,HOUSE,282000,residential_sale,3,36,Yes,No,No,Yes,25,Yes,170,155,484,3,No,
Auderghem,APARTMENT,APARTMENT,290000,residential_sale,1,,None,No,No,Yes,2,No,,70,,,No,None
Sprimont,HOUSE,HOUSE,195000,residential_sale,2,,None,No,No,No,,No,,203,,,Yes,None
Auderghem,APARTMENT,APARTMENT,265000,residential_sale,1,,None,No,No,Yes,2,No,,70,,,No,None
Liege Grivegnée,APARTMENT,APARTMENT,105000,residential_sale,1,16,No,No,No,Yes,15,Yes,15,40,,2,No,GOOD
Auderghem,APARTMENT,APARTMENT,290000,residential_sale,2,,None,No,No,Yes,3,No,,92,,,No,None
Liege Grivegnée,HOUSE,HOUSE,329000,residential_sale,3,,None,No,No,Yes,12,Yes,210,153,,,No,None
Kapelle-op-den-Bos,HOUSE,HOUSE,298000,residential_sale,3,,None,No,No,Yes,,No,,170,,,No,None
Aartselaar,HOUSE,HOUSE,350000,residential_sale,3,38,No,No,No,Yes,,No,,141,226,3,No,
Grivegnée,HOUSE,HOUSE,347000,residential_sale,3,,None,No,Yes,Yes,14,Yes,32,230,,,No,None
OUFFET,HOUSE,HOUSE,335000,residential_sale,5,,None,No,No,Yes,13,Yes,457,204,,,No,None
Oud-Heverlee,HOUSE,HOUSE,345000,residential_sale,3,,None,No,No,Yes,,Yes,200,110,,,No,None
OPPREBAIS,HOUSE,HOUSE,325000,residential_sale,3,29,No,No,Yes,No,,Yes,,160,1500,4,No,
SINT-KATELIJNE-WAVER,HOUSE,HOUSE,339000,residential_sale,3,30,No,No,Yes,Yes,10,Yes,,113,0,3,No,GOOD
Gooik,HOUSE,HOUSE,319000,residential_sale,3,,None,No,Yes,Yes,,No,,160,,,No,None
Messancy,HOUSE,HOUSE,320000,residential_sale,3,,None,No,Yes,No,,No,,189,,,No,None
Mechelen,HOUSE,HOUSE,315000,residential_sale,5,,None,No,Yes,No,,Yes,35,160,,,No,None
Boom,HOUSE,HOUSE,320000,residential_sale,3,,None,No,Yes,Yes,17,Yes,64,192,,,No,None
Oud-Turnhout,HOUSE,HOUSE,299000,residential_sale,3,,None,No,No,Yes,50,No,,300,,,No,None
Ledeberg,HOUSE,HOUSE,295000,residential_sale,4,,None,No,Yes,No,,No,,167,,,No,None
Arlon,HOUSE,HOUSE,295000,residential_sale,4,,None,No,Yes,Yes,,Yes,,225,,,No,None
Avelgem,HOUSE,HOUSE,280000,residential_sale,3,,None,No,Yes,Yes,,No,,120,,,No,None
LIGNY,HOUSE,HOUSE,280000,residential_sale,3,68,No,No,Yes,Yes,20,Yes,,150,468,2,No,JUST_RENOVATED
Roeselare,HOUSE,HOUSE,295000,residential_sale,5,,None,No,Yes,Yes,,No,,220,,,No,None
ROCOURT,HOUSE,HOUSE,269000,residential_sale,4,16,No,No,Yes,Yes,20,No,,130,242,3,No,GOOD
Genappe,HOUSE,HOUSE,275000,residential_sale,3,30,No,No,Yes,Yes,,Yes,,100,626,4,No,TO_RENOVATE
Herstal,HOUSE,HOUSE,299000,residential_sale,3,60,No,No,Yes,Yes,,Yes,140,160,276,3,No,
Manhay,HOUSE,HOUSE,270000,residential_sale,3,37,No,No,No,Yes,18,Yes,380,120,380,3,No,
Arlon,HOUSE,HOUSE,265000,residential_sale,5,,None,No,Yes,No,,No,,193,,,No,None
Mouscron,HOUSE,HOUSE,109000,residential_sale,4,28,No,No,No,Yes,,No,,142,119,2,No,TO_BE_DONE_UP
Flemalle,HOUSE,HOUSE,249000,residential_sale,2,,None,No,No,Yes,20,No,,314,,,No,None
Roulers,HOUSE,HOUSE,250000,residential_sale,3,20,No,No,No,Yes,12,No,,130,0,3,No,JUST_RENOVATED
Trazegnies,APARTMENT,APARTMENT,155000,residential_sale,2,,None,No,No,Yes,33,No,,60,,,No,None
Péruwelz Bon-Secours,HOUSE,HOUSE,212000,residential_sale,4,,None,No,No,Yes,,No,,169,,,No,None
Schaerbeek,APARTMENT,APARTMENT,349000,residential_sale,3,,None,No,No,Yes,10,No,,110,,,No,None
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,235000,residential_sale,3,,None,No,No,Yes,,No,,98,,,No,None
Aarschot,HOUSE,HOUSE,248000,residential_sale,3,,None,No,No,No,,No,,121,,,No,None
Zandvliet,HOUSE,HOUSE,499000,residential_sale,4,,None,No,No,Yes,,No,,160,,,No,None
Antwerp,HOUSE,HOUSE,385000,residential_sale,3,24,No,No,No,Yes,,Yes,200,220,316,2,No,TO_RENOVATE
Stabroek,APARTMENT,APARTMENT,335000,residential_sale,2,,None,No,No,Yes,,No,,100,,,No,None
Antwerp,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,Yes,,No,,86,,,No,None
Idegem,HOUSE,HOUSE,245000,residential_sale,3,35,No,No,No,No,,No,,218,360,2,No,TO_BE_DONE_UP
Geraardsbergen,HOUSE,HOUSE,245000,residential_sale,3,35,No,No,No,No,,No,,218,360,2,No,TO_BE_DONE_UP
Brasschaat,HOUSE,HOUSE,425000,residential_sale,4,,None,No,No,Yes,20,Yes,150,180,,,No,None
Perwez,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,No,Yes,,No,,99,,,No,None
Kapelle-op-den-Bos,HOUSE,HOUSE,249000,residential_sale,2,,None,No,Yes,Yes,,Yes,,160,,,No,None
Antwerp,HOUSE,HOUSE,319000,residential_sale,3,,None,No,No,Yes,,No,,138,,,No,None
Brugge,HOUSE,HOUSE,245000,residential_sale,3,,None,No,Yes,No,,No,,103,,,No,None
HOGNE,HOUSE,HOUSE,245000,residential_sale,2,,None,No,Yes,Yes,,No,,110,,,No,None
Trooz,HOUSE,HOUSE,229000,residential_sale,4,50,No,No,No,Yes,13,Yes,35,125,232,2,Yes,GOOD
Sint-Gillis-Waas,HOUSE,HOUSE,215000,residential_sale,3,37,No,No,Yes,Yes,,Yes,100,137,173,3,No,TO_RENOVATE
La Louvière,HOUSE,HOUSE,225000,residential_sale,3,30,No,No,No,Yes,25,No,,165,0,2,No,GOOD
Jemappes,HOUSE,HOUSE,225000,residential_sale,2,,None,No,Yes,No,,No,,143,,,No,None
EINE,HOUSE,HOUSE,210000,residential_sale,2,,None,No,Yes,No,,No,,161,,,No,None
Braine-le-Comte Hennuyères,HOUSE,HOUSE,215000,residential_sale,5,35,No,No,No,No,,No,,140,70,3,No,GOOD
Grandglise,HOUSE,HOUSE,190000,residential_sale,2,,None,No,Yes,No,,No,,85,,,No,None
Geraardsbergen,HOUSE,HOUSE,199500,residential_sale,2,,None,No,Yes,No,,No,,220,,,No,None
Menen,HOUSE,HOUSE,199000,residential_sale,3,,None,No,Yes,No,,No,,199,,,No,None
Herstal,HOUSE,HOUSE,189000,residential_sale,2,,None,No,Yes,Yes,29,Yes,95,90,,,No,None
Bouillon,HOUSE,HOUSE,179000,residential_sale,3,,None,No,Yes,No,,No,,93,,,No,None
CLERMONT-SOUS-HUY,HOUSE,HOUSE,179000,residential_sale,2,,None,No,Yes,Yes,,Yes,,104,,,No,None
Ronse,HOUSE,HOUSE,160000,residential_sale,2,,None,No,Yes,Yes,,No,,110,,,No,None
SEILLES,HOUSE,HOUSE,149000,residential_sale,3,,None,No,Yes,No,,Yes,,112,,,No,None
LIEGE,HOUSE,HOUSE,165000,residential_sale,4,,None,No,No,No,,No,,131,,,No,None
Charleroi,HOUSE,HOUSE,150000,residential_sale,4,,None,No,No,Yes,,No,,120,,,No,None
Montignies-sur-Sambre,HOUSE,HOUSE,175000,residential_sale,4,18,No,No,No,Yes,,No,,145,0,2,No,GOOD
Cierreux (Gouvy),HOUSE,HOUSE,135000,residential_sale,2,,None,No,No,No,,No,,146,,,No,None
Herstal,HOUSE,HOUSE,159500,residential_sale,3,,None,No,Yes,Yes,12,Yes,260,135,,,No,None
Charleroi Jumet,HOUSE,HOUSE,134900,residential_sale,2,,None,No,No,Yes,,No,,116,,,No,None
Waterloo,HOUSE,HOUSE,495000,residential_sale,3,,None,No,No,Yes,,Yes,295,131,,,No,None
Edegem,APARTMENT,APARTMENT,204000,residential_sale,1,31,No,No,No,Yes,,Yes,30,77,,2,No,GOOD
Rochefort Jemelle,HOUSE,HOUSE,139000,residential_sale,2,29,No,No,No,Yes,,No,,100,141,2,No,GOOD
SOY,HOUSE,HOUSE,110000,residential_sale,1,,None,Yes,Yes,No,,Yes,1460,45,,,No,None
Grobbendonk,APARTMENT,APARTMENT,269000,residential_sale,2,,None,No,No,Yes,,Yes,50,85,,,No,None
Geel,HOUSE,HOUSE,525000,residential_sale,5,,None,No,No,Yes,,No,,252,,,No,None
Gembloux Mazy,HOUSE,HOUSE,320000,residential_sale,3,25,No,No,No,Yes,,Yes,380,130,777,4,No,GOOD
Mol,HOUSE,HOUSE,419000,residential_sale,3,,None,No,No,Yes,,No,,180,,,No,None
Liège,HOUSE,HOUSE,199000,residential_sale,2,,None,No,No,Yes,40,No,,105,,,No,None
Antwerpen Deurne,APARTMENT,APARTMENT,619000,residential_sale,6,,None,No,No,No,,No,,350,,,No,None
Antwerp,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,No,Yes,40,No,,90,,,No,None
Namur,APARTMENT,APARTMENT,270000,residential_sale,2,,None,No,No,No,,No,,85,,,No,None
Estaimpuis,HOUSE,HOUSE,159000,residential_sale,2,,None,No,No,Yes,,No,,,,,No,None
Boom,APARTMENT,APARTMENT,185000,residential_sale,2,,None,No,No,No,,No,,104,,,No,None
De Haan,APARTMENT,APARTMENT,285000,residential_sale,1,,None,No,No,Yes,,No,,55,,,No,None
Ternat,HOUSE,HOUSE,319000,residential_sale,4,40,No,Yes,No,Yes,,Yes,500,225,630,3,No,TO_RENOVATE
Antwerp,APARTMENT,APARTMENT,349000,residential_sale,2,,None,No,No,Yes,2,No,,94,,,No,None
Bruxelles,APARTMENT,APARTMENT,279000,residential_sale,1,,None,No,No,No,,No,,70,,,No,None
Uccle,APARTMENT,APARTMENT,279000,residential_sale,2,,None,No,Yes,Yes,4,No,,82,,,No,None
Grace-Hollogne,APARTMENT,APARTMENT,279500,residential_sale,2,,None,No,No,Yes,8,Yes,80000,195,,,No,None
Binche,APARTMENT,APARTMENT,250000,residential_sale,3,,None,No,Yes,No,,No,,133,,,No,None
Antwerpen,APARTMENT,APARTMENT,269000,residential_sale,1,,None,No,No,Yes,10,Yes,400,68,,,No,None
Gembloux,APARTMENT,APARTMENT,250000,residential_sale,3,,None,No,Yes,Yes,5,No,,84,,,No,None
Middelkerke,APARTMENT,APARTMENT,270000,residential_sale,1,,None,Yes,No,Yes,,No,,62,,,No,None
Uccle,APARTMENT,APARTMENT,247000,residential_sale,2,,None,No,No,Yes,5,No,,78,,,No,None
Koekelberg,APARTMENT,APARTMENT,240000,residential_sale,2,,None,No,Yes,Yes,3,No,,100,,,No,None
LIEGE,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,No,,No,,,,,No,None
Blankenberge,APARTMENT,APARTMENT,235000,residential_sale,2,,None,Yes,No,Yes,,No,,,,,No,None
Anderlecht,APARTMENT,APARTMENT,230000,residential_sale,2,,None,No,Yes,Yes,14,No,,81,,,No,None
Nivelles,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,Yes,No,,No,,68,,,No,None
Bruxelles,APARTMENT,APARTMENT,225000,residential_sale,1,,None,No,No,Yes,9,No,,63,,,No,None
Schaerbeek,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,Yes,Yes,6,No,,83,,,No,None
Begijnendijk,APARTMENT,APARTMENT,218000,residential_sale,2,,None,No,Yes,Yes,,No,,100,,,No,None
Spiere-Helkijn,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,Yes,Yes,7,No,,115,,,No,None
Wavre,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,Yes,Yes,23,No,,60,,,No,None
Vosselaar,HOUSE,HOUSE,485000,residential_sale,4,22,Yes,No,No,Yes,20,Yes,150,177,330,3,No,AS_NEW
Dison,HOUSE,HOUSE,125000,residential_sale,1,13,No,Yes,No,Yes,,Yes,40,58,65,2,No,GOOD
Arendonk,APARTMENT,APARTMENT,189000,residential_sale,2,,None,No,No,No,,No,,84,,,No,None
Mortsel,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,No,,No,,95,,,No,None
Tarcienne,HOUSE,HOUSE,249000,residential_sale,2,,None,No,No,Yes,43,Yes,289,102,,,No,None
Zellik,HOUSE,HOUSE,467000,residential_sale,4,39,No,No,No,Yes,20,No,,238,744,3,No,GOOD
Knokke-Heist,APARTMENT,APARTMENT,669000,residential_sale,3,,None,No,No,Yes,,No,,93,,,No,None
Lille Poederlee,HOUSE,HOUSE,430000,residential_sale,4,54,No,No,No,No,,No,,243,666,4,No,TO_RENOVATE
Charleroi Montignies-sur-Sambre,HOUSE,HOUSE,620000,residential_sale,8,,None,No,No,Yes,50,Yes,115,266,,,No,None
Louvain-La-Neuve,APARTMENT,APARTMENT,795000,residential_sale,3,,None,No,Yes,Yes,10,No,,150,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,2950000,residential_sale,2,,None,No,No,Yes,,No,,150,,,No,None
Gent,APARTMENT,APARTMENT,665000,residential_sale,3,,None,No,Yes,Yes,,No,,240,,,No,None
Bruxelles,APARTMENT,APARTMENT,695000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Antwerp,APARTMENT,APARTMENT,649000,residential_sale,3,,None,No,No,Yes,,No,,125,,,No,None
Bruxelles,APARTMENT,APARTMENT,695000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Uccle,APARTMENT,APARTMENT,595000,residential_sale,4,,None,No,Yes,Yes,16,No,,184,,,No,None
Marche-en-Famenne,HOUSE,HOUSE,209000,residential_sale,4,,None,No,No,Yes,35,Yes,1807,169,,,No,None
Ixelles,APARTMENT,APARTMENT,420000,residential_sale,3,,None,No,No,No,,No,,95,,,No,None
Ixelles,APARTMENT,APARTMENT,445000,residential_sale,2,,None,Yes,No,No,,No,,90,,,No,None
Schaerbeek,APARTMENT,APARTMENT,425000,residential_sale,3,,None,No,Yes,Yes,2,No,,155,,,No,None
Watermael-Boitsfort,APARTMENT,APARTMENT,415000,residential_sale,2,,None,No,Yes,Yes,8,No,,95,,,No,None
Ixelles,APARTMENT,APARTMENT,415000,residential_sale,2,,None,No,Yes,Yes,8,No,,95,,,No,None
Schaerbeek,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,Yes,Yes,10,No,,94,,,No,None
Uccle,APARTMENT,APARTMENT,389000,residential_sale,3,,None,No,No,Yes,20,No,,101,,,No,None
Willebroek,APARTMENT,APARTMENT,385000,residential_sale,2,48,No,No,Yes,Yes,12,No,,93,,3,No,
Oostende,APARTMENT,APARTMENT,579000,residential_sale,3,,None,No,No,Yes,,No,,130,,,Yes,None
Watermael-Boitsfort,APARTMENT,APARTMENT,360000,residential_sale,2,,None,Yes,Yes,Yes,18,No,,93,,,Yes,None
Schaerbeek,APARTMENT,APARTMENT,360000,residential_sale,2,32,Yes,No,Yes,Yes,3,No,,105,,3,No,GOOD
Antwerp,APARTMENT,APARTMENT,424900,residential_sale,2,,None,No,Yes,Yes,,No,,103,,,No,None
Wemmel,APARTMENT,APARTMENT,315000,residential_sale,2,40,No,No,Yes,Yes,56,No,,110,,2,No,TO_BE_DONE_UP
Schaerbeek,APARTMENT,APARTMENT,425000,residential_sale,2,,None,No,Yes,Yes,8,No,,146,,,No,None
Ham-sur-Heure,HOUSE,HOUSE,401000,residential_sale,3,,None,No,No,Yes,,No,,175,,,No,None
Liège,APARTMENT,APARTMENT,349000,residential_sale,2,,None,No,Yes,No,,No,,135,,,No,None
Zeebrugge,APARTMENT,APARTMENT,349000,residential_sale,2,,None,No,Yes,Yes,,No,,65,,,No,None
Dendermonde,APARTMENT,APARTMENT,262000,residential_sale,2,,None,No,No,No,,No,,118,,,No,None
Verviers,HOUSE,HOUSE,192500,residential_sale,3,,None,No,No,Yes,24,Yes,141,197,,,No,None
Niel,HOUSE,HOUSE,224000,residential_sale,2,,None,No,No,No,,Yes,25,,,,No,None
Haaltert,HOUSE,HOUSE,365000,residential_sale,4,34,Yes,No,No,Yes,65,Yes,120,280,327,3,No,AS_NEW
Hemiksem,HOUSE,HOUSE,214000,residential_sale,2,,None,No,No,No,,No,,,,,No,None
De Haan,APARTMENT,APARTMENT,385000,residential_sale,2,,None,No,No,Yes,,No,,89,,,No,None
GRIVEGNEE,HOUSE,HOUSE,178000,residential_sale,3,,None,No,Yes,Yes,22,No,,125,,,No,None
Beyne-Heusay,HOUSE,HOUSE,338000,residential_sale,3,,None,No,No,No,,No,,135,,,No,None
Maldegem,APARTMENT,APARTMENT,475000,residential_sale,3,,None,No,No,No,,No,,127,,,No,None
Knesselare,HOUSE,HOUSE,349000,residential_sale,5,,None,No,No,No,,No,,246,,,No,None
Antwerp,HOUSE,HOUSE,379000,residential_sale,4,30,Yes,No,No,Yes,,Yes,450,197,582,2,No,GOOD
Jemeppe-sur-Sambre,HOUSE,HOUSE,165000,residential_sale,3,,None,No,No,No,,Yes,,166,,,No,None
Temse,HOUSE,HOUSE,245000,residential_sale,2,,None,No,No,Yes,,No,,110,,,No,None
Waregem,HOUSE,HOUSE,295000,residential_sale,4,,None,No,No,No,,No,,318,,,No,None
Gembloux,APARTMENT,APARTMENT,199000,residential_sale,2,30,No,No,No,Yes,4,No,,100,,2,No,GOOD
Knesselare,HOUSE,HOUSE,285000,residential_sale,3,,None,No,No,Yes,,No,,143,,,No,None
Ravels Poppel,HOUSE,HOUSE,1100000,residential_sale,5,,None,No,No,Yes,,No,,600,,,Yes,None
Knesselare,HOUSE,HOUSE,349000,residential_sale,5,,None,No,No,No,,No,,246,,,No,None
Turnhout,HOUSE,HOUSE,239000,residential_sale,3,,None,No,No,Yes,,No,,140,,,No,None
Zelzate,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Gent,APARTMENT,APARTMENT,359000,residential_sale,3,,None,No,No,No,,No,,115,,,No,None
Herent,APARTMENT,APARTMENT,360000,residential_sale,2,33,No,No,No,Yes,7,No,,100,,,No,AS_NEW
Knokke,APARTMENT,APARTMENT,495000,residential_sale,2,,None,No,No,Yes,,No,,95,,,No,None
Ledeberg,HOUSE,HOUSE,398000,residential_sale,4,,None,No,Yes,No,,No,,,,,No,None
Welkenraedt,APARTMENT,APARTMENT,289000,residential_sale,2,,None,No,No,Yes,,No,,90,,,No,None
Ravels Poppel,HOUSE,HOUSE,350000,residential_sale,4,,None,No,No,Yes,,No,,182,,,No,None
HEYD,HOUSE,HOUSE,290000,residential_sale,2,21,No,No,Yes,Yes,31,No,,205,1005,4,No,GOOD
Brugge,APARTMENT,APARTMENT,382500,residential_sale,2,,None,No,No,Yes,8,No,,117,,,No,None
Strombeek-Bever,HOUSE,HOUSE,350000,residential_sale,4,,None,No,No,No,,No,,170,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,255000,residential_sale,1,,None,No,No,Yes,2,No,,63,,,No,None
Charleroi,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,No,No,,No,,96,,,No,None
